index,url,brand,name,price,discount_price,thumbnail,color,category
896,https://store.musinsa.com/app/goods/2002101,해브오프듀티,캠프파이어 티셔츠 (샌드),"35,000","28,000",https://image.msscdn.net/images/goods_img/20210618/2002101/2002101_1_500.jpg,29,shortsleeve
897,https://store.musinsa.com/app/goods/1830961,티메이커,TMR-TH002 [반팔 티셔츠]_RAB5TR1401BE,"39,900","29,925",https://image.msscdn.net/images/goods_img/20210305/1830961/1830961_1_500.jpg,29,shortsleeve
898,https://store.musinsa.com/app/goods/1931632,챔피온 아시아,[ASIA] 판넬 쇼트슬리브 티셔츠 (NORMAL BEIGE) CKTS1E234I2,"79,000","39,500",https://image.msscdn.net/images/goods_img/20210430/1931632/1931632_1_500.jpg,29,shortsleeve
899,https://store.musinsa.com/app/goods/1563389,[클리어런스],사이드 백 플레인 반팔티셔츠 샌드,"53,900","15,900",https://image.msscdn.net/images/goods_img/20200825/1563389/1563389_1_500.jpg,29,shortsleeve
810,https://store.musinsa.com/app/goods/996240,무신사 스탠다드,크루 넥 긴팔 티셔츠 [다크 베이지],"14,900","8,890",https://image.msscdn.net/images/goods_img/20190327/996240/996240_4_500.jpg,29,longsleeve
811,https://store.musinsa.com/app/goods/1144994,무신사 스탠다드,베이식 긴팔 티셔츠 [다크 베이지],"13,900","8,990",https://image.msscdn.net/images/goods_img/20190905/1144994/1144994_3_500.jpg,29,longsleeve
812,https://store.musinsa.com/app/goods/2313477,리스펙트,[패키지] pigment long sleeve + wide slacks (beige),"124,000",,https://image.msscdn.net/images/goods_img/20220118/2313477/2313477_1_500.jpg,29,longsleeve
813,https://store.musinsa.com/app/goods/1446486,무신사 스탠다드,베이식 긴팔 티셔츠 [머쉬룸],"13,900","11,790",https://image.msscdn.net/images/goods_img/20200514/1446486/1446486_3_500.jpg,29,longsleeve
814,https://store.musinsa.com/app/goods/2313396,라이프워크,피그먼트 자수로고 긴팔티셔츠_SAND,"69,000",,https://image.msscdn.net/images/goods_img/20220118/2313396/2313396_1_500.jpg,29,longsleeve
815,https://store.musinsa.com/app/goods/1383414,무신사 스탠다드,폰테 크루 넥 긴팔 티셔츠 [머쉬룸],"19,900","17,890",https://image.msscdn.net/images/goods_img/20200402/1383414/1383414_4_500.jpg,29,longsleeve
816,https://store.musinsa.com/app/goods/1190274,무신사 스탠다드,폰테 크루 넥 긴팔 티셔츠 [베이지],"19,900","17,890",https://image.msscdn.net/images/goods_img/20191016/1190274/1190274_4_500.jpg,29,longsleeve
817,https://store.musinsa.com/app/goods/1190288,무신사 스탠다드,폰테 터틀 넥 긴팔 티셔츠 [베이지],"20,900",,https://image.msscdn.net/images/goods_img/20191016/1190288/1190288_3_500.jpg,29,longsleeve
818,https://store.musinsa.com/app/goods/1190269,무신사 스탠다드,폰테 크루 넥 긴팔 티셔츠 [더스티 베이지],"19,900",,https://image.msscdn.net/images/goods_img/20191016/1190269/1190269_4_500.jpg,29,longsleeve
819,https://store.musinsa.com/app/goods/1190283,무신사 스탠다드,폰테 터틀 넥 긴팔 티셔츠 [더스티 베이지],"20,900","18,790",https://image.msscdn.net/images/goods_img/20191016/1190283/1190283_3_500.jpg,29,longsleeve
820,https://store.musinsa.com/app/goods/2120300,드로우핏,오버핏 벤트 레이어드 티셔츠 [CREAM],"39,000","29,250",https://image.msscdn.net/images/goods_img/20210909/2120300/2120300_1_500.jpg,29,longsleeve
821,https://store.musinsa.com/app/goods/2086674,무신사 스탠다드,레이어드 크루 넥 긴팔 티셔츠_긴 기장 [머쉬룸],"16,900",,https://image.msscdn.net/images/goods_img/20210825/2086674/2086674_1_500.jpg,29,longsleeve
822,https://store.musinsa.com/app/goods/2285360,케리에르,HIGH NECK LONG SLEEVE JERSEY T-SHIRT,"61,000",,https://image.msscdn.net/images/goods_img/20211229/2285360/2285360_1_500.jpg,29,longsleeve
823,https://store.musinsa.com/app/goods/2192512,테이크이지,자이언트핏 루즈하이넥 티셔츠(모카),"39,000","23,400",https://image.msscdn.net/images/goods_img/20211021/2192512/2192512_2_500.jpg,29,longsleeve
824,https://store.musinsa.com/app/goods/1446353,무신사 스탠다드,크루 넥 긴팔 티셔츠 [머쉬룸],"14,900",,https://image.msscdn.net/images/goods_img/20200514/1446353/1446353_3_500.jpg,29,longsleeve
825,https://store.musinsa.com/app/goods/1383833,무신사 스탠다드,[쿨탠다드] 쿨탠다드 크루 넥 긴팔 티셔츠 [머쉬룸],"17,900",,https://image.msscdn.net/images/goods_img/20200402/1383833/1383833_1_500.jpg,29,longsleeve
826,https://store.musinsa.com/app/goods/1575861,멜란지 마스터,릴렉스드 긴팔 티셔츠 [그레이쉬 베이지],"20,900","17,690",https://image.msscdn.net/images/goods_img/20200901/1575861/1575861_1_500.jpg,29,longsleeve
827,https://store.musinsa.com/app/goods/2055735,이에스엔,에센셜 논슬리브 오버핏 스웨트티셔츠 모카,"38,900","27,200",https://image.msscdn.net/images/goods_img/20210810/2055735/2055735_1_500.jpg,29,longsleeve
828,https://store.musinsa.com/app/goods/1944359,무신사 스탠다드,[쿨탠다드] 쿨탠다드 크루 넥 긴팔 티셔츠 [더스티 베이지],"17,900",,https://image.msscdn.net/images/goods_img/20210511/1944359/1944359_1_500.jpg,29,longsleeve
829,https://store.musinsa.com/app/goods/1533608,브렌슨,Errday 루즈핏 트임 긴팔티 (모카),"43,800","21,900",https://image.msscdn.net/images/goods_img/20200731/1533608/1533608_1_500.jpg,29,longsleeve
830,https://store.musinsa.com/app/goods/1254764,페플,피그먼트 무지 쭉티 8종 코코아 SJLT1158,"19,800",,https://image.msscdn.net/images/goods_img/20191220/1254764/1254764_1_500.jpg,29,longsleeve
831,https://store.musinsa.com/app/goods/1689702,쟈니웨스트,SPACER.NECK SLEEVES (MUD),"32,000","30,400",https://image.msscdn.net/images/goods_img/20201113/1689702/1689702_1_500.jpg,29,longsleeve
832,https://store.musinsa.com/app/goods/1596289,[클리어런스],컬러 컨트래스트 롱슬리브-데저트,"62,000","17,900",https://image.msscdn.net/images/goods_img/20200910/1596289/1596289_1_500.jpg,29,longsleeve
833,https://store.musinsa.com/app/goods/1624012,페플,클래식 헨리넥 긴팔 코코아 JHLT1271,"18,900",,https://image.msscdn.net/images/goods_img/20200925/1624012/1624012_1_500.jpg,29,longsleeve
834,https://store.musinsa.com/app/goods/1320633,어텐션로우,써머 클럽 빈티지 피그먼트 지퍼 오버핏 롱슬리브 (10COLOR),"49,000","29,400",https://image.msscdn.net/images/goods_img/20200225/1320633/1320633_1_500.gif,29,longsleeve
835,https://store.musinsa.com/app/goods/1781594,미니멀프로젝트,피그먼트 워시드 오버핏 롱 슬리브 티셔츠 MLT105 [BEIGE],"39,800","24,800",https://image.msscdn.net/images/goods_img/20210205/1781594/1781594_3_500.jpg,29,longsleeve
836,https://store.musinsa.com/app/goods/2080634,어커버,아이오와 피그먼트 롱티셔츠 브라운,"36,000","21,700",https://image.msscdn.net/images/goods_img/20210823/2080634/2080634_1_500.jpg,29,longsleeve
837,https://store.musinsa.com/app/goods/2055806,이에스엔,에센셜 슬리브 오버핏 스웨트티셔츠 모카,"38,900","27,200",https://image.msscdn.net/images/goods_img/20210810/2055806/2055806_1_500.jpg,29,longsleeve
838,https://store.musinsa.com/app/goods/2184692,스노우피크,시티캠퍼 기모 터틀넥 긴팔 티셔츠_YG,"79,000",,https://image.msscdn.net/images/goods_img/20211018/2184692/2184692_1_500.jpg,29,longsleeve
839,https://store.musinsa.com/app/goods/1602930,프리즘웍스,OG PIGMENT DYEING LONG SLEEVE _ SAND,"48,000","38,400",https://image.msscdn.net/images/goods_img/20200915/1602930/1602930_2_500.jpg,29,longsleeve
840,https://store.musinsa.com/app/goods/1629097,무신사 스탠다드,우먼즈 텐셀 와이넥 긴팔 티셔츠 [더스티 베이지],"17,900",,https://image.msscdn.net/images/goods_img/20200928/1629097/1629097_1_500.jpg,29,longsleeve
841,https://store.musinsa.com/app/goods/2187682,솔루스,헤비 오버핏 자수 스트라이프 티셔츠 WHITE,"55,000","49,500",https://image.msscdn.net/images/goods_img/20211019/2187682/2187682_2_500.jpg,29,longsleeve
842,https://store.musinsa.com/app/goods/2181168,솔루스,헤비 오버핏 자수 티셔츠 BEIGE,"55,000","49,500",https://image.msscdn.net/images/goods_img/20211015/2181168/2181168_2_500.jpg,29,longsleeve
843,https://store.musinsa.com/app/goods/1913786,리어피어,슬림핏 절개 디테일 티셔츠_베이지,"39,000",,https://image.msscdn.net/images/goods_img/20210421/1913786/1913786_1_500.jpg,29,longsleeve
844,https://store.musinsa.com/app/goods/1584716,카멜워크,Washed Pocket L/S T-Shirts(Sand),"39,000","25,000",https://image.msscdn.net/images/goods_img/20200904/1584716/1584716_1_500.jpg,29,longsleeve
