,index,url,brand,name,price,discount_price,thumbnail,category
68,68,https://store.musinsa.com/app/goods/1126435,[패밀리세일],캠프 바시티 피그먼트 스웨트셔츠 블랙 차콜,"56,000","39,900",https://image.msscdn.net/images/goods_img/20190823/1126435/1126435_1_500.jpg,sweatshirt
69,69,https://store.musinsa.com/app/goods/2106405,커버낫,[이동휘 착용] 아이비 그래픽 오버핏 맨투맨 헤더그레이,"69,000","44,850",https://image.msscdn.net/images/goods_img/20210902/2106405/2106405_3_500.jpg,sweatshirt
70,70,https://store.musinsa.com/app/goods/2155763,그루브라임,[패키지] (기모) 3PACK SET UP (SWEATSHIRT + HOODIE + JOGGER PANTS) [LRPWCTM305M/LRPWCTH334M/LRPWCPJ735M],"177,000","89,000",https://image.msscdn.net/images/goods_img/20210930/2155763/2155763_1_500.jpg,sweatshirt
71,71,https://store.musinsa.com/app/goods/1782665,마르디 메크르디,SWEATSHIRT DDANJI_HEATHER,"75,000",,https://image.msscdn.net/images/goods_img/20210206/1782665/1782665_1_500.jpg,sweatshirt
72,72,https://store.musinsa.com/app/goods/1549278,마르디 메크르디,SWEATSHIRT BELLE DE JOUR_BLACK WHITE,"75,000",,https://image.msscdn.net/images/goods_img/20200814/1549278/1549278_1_500.jpg,sweatshirt
73,73,https://store.musinsa.com/app/goods/1679945,비바스튜디오,RETRIEVER CREWNECK KA [MELANGE GREY],"69,000","44,850",https://image.msscdn.net/images/goods_img/20201105/1679945/1679945_3_500.jpg,sweatshirt
74,74,https://store.musinsa.com/app/goods/2038491,라퍼지스토어,[기모ver.] 헤비 기모 오버 럭비 맨투맨 _Melange Gray,"45,000","39,000",https://image.msscdn.net/images/goods_img/20210722/2038491/2038491_3_500.jpg,sweatshirt
75,75,https://store.musinsa.com/app/goods/1110028,커버낫,레이아웃 로고 맨투맨 멜란지 그레이,"59,000","41,300",https://image.msscdn.net/images/goods_img/20190805/1110028/1110028_3_500.jpg,sweatshirt
76,76,https://store.musinsa.com/app/goods/1336836,브렌슨,[패키지] Errday 루즈핏 맨투맨 2`nd,"85,800","42,900",https://image.msscdn.net/images/goods_img/20200305/1336836/1336836_13_500.jpg,sweatshirt
77,77,https://store.musinsa.com/app/goods/1163604,나이키,클럽 맨투맨 그레이,"89,000","59,000",https://image.msscdn.net/images/goods_img/20190923/1163604/1163604_2_500.jpg,sweatshirt
78,78,https://store.musinsa.com/app/goods/1199146,브렌슨,[패키지] Errday 루즈핏 헤비기모 맨투맨,"61,200","42,900",https://image.msscdn.net/images/goods_img/20191023/1199146/1199146_6_500.jpg,sweatshirt
79,79,https://store.musinsa.com/app/goods/1110027,커버낫,레이아웃 로고 맨투맨 블랙,"59,000","41,300",https://image.msscdn.net/images/goods_img/20190805/1110027/1110027_4_500.jpg,sweatshirt
80,80,https://store.musinsa.com/app/goods/947071,무신사 스탠다드,스웨트 셔츠 [네이비],"20,900","18,790",https://image.msscdn.net/images/goods_img/20190201/947071/947071_3_500.jpg,sweatshirt
81,81,https://store.musinsa.com/app/goods/454425,챔피온,[S600BK] 더블 드라이 에코 플리스 크루-블랙,"59,000","18,900",https://image.msscdn.net/images/goods_img/20161128/454425/454425_2_500.jpg,sweatshirt
82,82,https://store.musinsa.com/app/goods/1563629,커버낫,C 로고 맨투맨 크림,"59,000","47,200",https://image.msscdn.net/images/goods_img/20200826/1563629/1563629_2_500.jpg,sweatshirt
83,83,https://store.musinsa.com/app/goods/2106385,커버낫,아이비 그래픽 오버핏 맨투맨 크림,"69,000","44,850",https://image.msscdn.net/images/goods_img/20210902/2106385/2106385_1_500.jpg,sweatshirt
84,84,https://store.musinsa.com/app/goods/2070122,더블유브이프로젝트,[세트] 제제 스웨트 세트 (MJMT7514+MJLP7515),"68,800","59,800",https://image.msscdn.net/images/goods_img/20210819/2070122/2070122_1_500.jpg,sweatshirt
85,85,https://store.musinsa.com/app/goods/1757501,[패밀리세일],[3-PACK]피싱 아트 워크 피그먼트 스웨트셔츠,"150,000","39,900",https://image.msscdn.net/images/goods_img/20210121/1757501/1757501_1_500.jpg,sweatshirt
86,86,https://store.musinsa.com/app/goods/1719235,예일,(BY P.E.DEPT) UNIVERSITY HANDSOME DAN CREWNECK OATMEAL,"72,000","36,000",https://image.msscdn.net/images/goods_img/20201210/1719235/1719235_3_500.jpg,sweatshirt
87,87,https://store.musinsa.com/app/goods/2071212,엠블러,Boucle bear 오버핏 기모 맨투맨 티셔츠  AMM910 (NAVY),"35,900",,https://image.msscdn.net/images/goods_img/20210819/2071212/2071212_1_500.jpg,sweatshirt
88,88,https://store.musinsa.com/app/goods/1628383,예일,2 TONE ARCH CREWNECK GRAY,"69,000","48,300",https://image.msscdn.net/images/goods_img/20200928/1628383/1628383_2_500.jpg,sweatshirt
89,89,https://store.musinsa.com/app/goods/1110026,커버낫,레이아웃 로고 맨투맨 크림,"59,000","41,300",https://image.msscdn.net/images/goods_img/20190805/1110026/1110026_5_500.jpg,sweatshirt
90,90,https://store.musinsa.com/app/goods/2211521,이벳필드,베츠 어센틱 맨투맨 딥카키,"59,000","47,200",https://image.msscdn.net/images/goods_img/20211102/2211521/2211521_1_500.jpg,sweatshirt
91,91,https://store.musinsa.com/app/goods/2198118,지프,[기모]Half  Zip-Up M-Logo Sweat  (JM5TSU738LR),"69,000","44,850",https://image.msscdn.net/images/goods_img/20211026/2198118/2198118_3_500.jpg,sweatshirt
92,92,https://store.musinsa.com/app/goods/2190732,패블러스아카이브,우먼즈 크롭 베어프렌즈 엠보자수 맨투맨 오트밀(FCB3TS355W),"79,000","55,300",https://image.msscdn.net/images/goods_img/20211020/2190732/2190732_1_500.jpg,sweatshirt
93,93,https://store.musinsa.com/app/goods/1571351,리,빅 트위치 루즈핏 크루넥 아이보리,"59,000","41,300",https://image.msscdn.net/images/goods_img/20200831/1571351/1571351_11_500.jpg,sweatshirt
