,index,url,brand,name,price,discount_price,thumbnail,category
92,92,https://store.musinsa.com/app/goods/1798487,예일,2 TONE ARCH USA HOODIE GRAY,"79,000","39,500",https://image.msscdn.net/images/goods_img/20210217/1798487/1798487_3_500.jpg,hoodie
93,93,https://store.musinsa.com/app/goods/2106706,티떠블유엔,슬레이크 후드 블랙 HHHD3397,"38,900","36,900",https://image.msscdn.net/images/goods_img/20210902/2106706/2106706_1_500.jpg,hoodie
94,94,https://store.musinsa.com/app/goods/1576558,커버낫,트윌 아치 로고 후디 네이비,"79,000","39,500",https://image.msscdn.net/images/goods_img/20200901/1576558/1576558_2_500.jpg,hoodie
95,95,https://store.musinsa.com/app/goods/252021,커버낫,C 로고 후디 네이비,"79,000","63,200",https://image.msscdn.net/images/goods_img/20150918/252021/252021_4_500.jpg,hoodie
96,96,https://store.musinsa.com/app/goods/2217134,잇자바이브,[IHD004-1] 앤젤캣 후드 - 블랙,"82,000",,https://image.msscdn.net/images/goods_img/20211104/2217134/2217134_1_500.jpg,hoodie
97,97,https://store.musinsa.com/app/goods/1615827,제멋,로그 오버핏 기모 후드 네이비 YHHD2302,"34,900","33,100",https://image.msscdn.net/images/goods_img/20200922/1615827/1615827_1_500.jpg,hoodie
98,98,https://store.musinsa.com/app/goods/438251,페플,[패키지]950g 오리지널무지[기모] 후드 OGHD1931 패키지,"65,000","56,500",https://image.msscdn.net/images/goods_img/20161031/438251/438251_3_500.jpg,hoodie
99,99,https://store.musinsa.com/app/goods/1212276,어반드레스,UNISEX CITY OVERFIT HOODIE BLACK,"58,000","34,800",https://image.msscdn.net/images/goods_img/20191104/1212276/1212276_7_500.jpg,hoodie
100,100,https://store.musinsa.com/app/goods/2065938,5252 바이 오아이오아이,2021 SIGNATURE HOODIE [LIGHT GREY],"79,000","63,200",https://image.msscdn.net/images/goods_img/20210817/2065938/2065938_1_500.png,hoodie
101,101,https://store.musinsa.com/app/goods/1152854,꼼파뇨,[기모] Geppetto 자수 후드 크림,"69,000","44,850",https://image.msscdn.net/images/goods_img/20190911/1152854/1152854_3_500.jpg,hoodie
102,102,https://store.musinsa.com/app/goods/1301175,제멋,[패키지] 제이윈 덤블 기모 세트 KHHD0748+HJLP2278,"63,700","54,900",https://image.msscdn.net/images/goods_img/20200212/1301175/1301175_2_500.jpg,hoodie
103,103,https://store.musinsa.com/app/goods/2189042,디스이즈네버댓,DSN-Logo Hoodie Heather Grey,"82,000","57,400",https://image.msscdn.net/images/goods_img/20211020/2189042/2189042_1_500.jpg,hoodie
